,Datapoint No.,P,Q,Total Counterfactual Points,SHAP fields,Common Points
,113,0,1,45,7,0
,113,0,2,22,10,0
,113,0,3,9,13,0
,114,2,0,7,11,0
,114,2,1,36,8,0
,114,2,3,30,8,0
,115,2,0,26,5,0
,115,2,1,28,16,0
,115,2,3,9,16,0
,116,1,0,13,11,0
,116,1,2,27,11,0
,116,1,3,36,9,0
,117,2,0,12,7,0
,117,2,1,5,16,0
,117,2,3,32,9,0
,118,0,1,39,7,0
,118,0,2,11,14,0
,118,0,3,16,9,0
,119,3,0,22,4,0
,119,3,1,22,11,0
,119,3,2,26,11,0
,120,0,1,7,7,0
,120,0,2,19,10,0
,120,0,3,13,12,0
,121,2,0,30,9,0
,121,2,1,26,8,0
,121,2,3,25,9,0
,122,3,0,23,12,0
,122,3,1,15,10,0
,122,3,2,22,15,0
,123,1,0,24,11,0
,123,1,2,9,5,0
,123,1,3,4,16,0
,124,1,0,4,11,0
,124,1,2,44,5,0
,124,1,3,32,11,0
,125,1,0,21,9,0
,125,1,2,16,8,0
,125,1,3,10,10,0
,126,0,1,19,11,0
,126,0,2,32,6,0
,126,0,3,1,15,0
,127,0,1,17,15,1
,127,0,2,19,12,0
,127,0,3,22,6,0
,128,1,0,16,7,0
,128,1,2,7,16,0
,128,1,3,2,12,0
,129,2,0,14,9,0
,129,2,1,17,16,0
,129,2,3,3,10,0
,130,2,0,26,8,0
,130,2,1,36,9,0
,130,2,3,37,12,0
,131,0,1,21,15,0
,131,0,2,20,11,0
,131,0,3,22,2,0
,132,1,0,4,14,0
,132,1,2,22,9,0
,132,1,3,28,7,0
,133,2,0,23,8,0
,133,2,1,29,13,0
,133,2,3,22,10,0
,134,0,1,44,6,0
,134,0,2,6,12,0
,134,0,3,9,13,0
,135,2,0,22,15,0
,135,2,1,9,16,0
,135,2,3,36,4,0
,136,1,0,13,14,0
,136,1,2,14,7,0
,136,1,3,15,8,0
,137,0,1,33,4,0
,137,0,2,19,10,0
,137,0,3,4,16,0
,138,2,0,37,12,0
,138,2,1,22,13,0
,138,2,3,7,7,0
,139,2,0,9,11,0
,139,2,1,15,10,0
,139,2,3,13,12,0
,140,1,0,3,5,0
,140,1,2,14,8,0
,140,1,3,29,14,0
,141,0,1,11,13,0
,141,0,2,20,10,0
,141,0,3,6,13,0
,142,3,0,35,4,0
,142,3,1,4,14,0
,142,3,2,15,14,0
,143,1,0,23,6,0
,143,1,2,28,12,0
,143,1,3,13,12,0
,144,2,0,29,16,0
,144,2,1,33,13,0
,144,2,3,0,19,0
,145,0,1,38,7,0
,145,0,2,10,14,0
,145,0,3,4,15,0
,146,2,0,23,13,0
,146,2,1,23,8,0
,146,2,3,24,10,0
,147,0,1,10,10,0
,147,0,2,22,5,0
,147,0,3,11,8,0
,148,1,0,10,15,0
,148,1,2,18,11,0
,148,1,3,26,4,0
,149,0,1,14,10,0
,149,0,2,28,14,0
,149,0,3,9,9,0
,150,3,0,14,12,0
,150,3,1,20,15,0
,150,3,2,26,7,0
,151,1,0,29,14,0
,151,1,2,15,5,0
,151,1,3,9,15,0
,152,1,0,16,13,0
,152,1,2,20,11,0
,152,1,3,43,4,0
,153,1,0,34,13,0
,153,1,2,37,5,0
,153,1,3,2,6,0
,154,2,0,18,8,0
,154,2,1,13,16,0
,154,2,3,6,10,0
,155,1,0,31,6,0
,155,1,2,15,10,0
,155,1,3,7,9,0
,156,0,1,13,13,0
,156,0,2,27,10,0
,156,0,3,2,14,0
,157,1,0,19,7,0
,157,1,2,17,14,0
,157,1,3,13,2,0
,158,1,0,29,7,0
,158,1,2,9,13,0
,158,1,3,8,14,0
,159,2,0,17,8,0
,159,2,1,35,11,0
,159,2,3,23,10,0
,160,0,1,29,6,0
,160,0,2,24,11,0
,160,0,3,10,12,0
,161,2,0,9,11,0
,161,2,1,15,8,0
,161,2,3,19,10,0
,162,3,0,21,7,0
,162,3,1,21,11,0
,162,3,2,25,12,0
,163,3,0,7,14,0
,163,3,1,24,13,0
,163,3,2,13,14,0
,164,2,0,30,9,0
,164,2,1,29,10,0
,164,2,3,5,8,0
,165,0,1,19,12,0
,165,0,2,8,12,0
,165,0,3,4,12,0
,166,1,0,33,12,0
,166,1,2,30,4,0
,166,1,3,4,13,0
,167,1,0,10,7,0
,167,1,2,39,10,0
,167,1,3,11,15,0
,168,3,0,9,13,0
,168,3,1,17,12,0
,168,3,2,22,12,0
,169,2,0,28,7,0
,169,2,1,9,16,0
,169,2,3,9,9,0
,170,2,0,45,10,0
,170,2,1,18,9,0
,170,2,3,3,13,0
,171,1,0,21,10,0
,171,1,2,20,11,0
,171,1,3,7,14,0
,172,1,0,23,10,0
,172,1,2,2,7,0
,172,1,3,9,14,0
,173,0,1,28,8,0
,173,0,2,6,13,0
,173,0,3,8,16,0
,174,3,0,15,10,0
,174,3,1,11,15,0
,174,3,2,44,6,0
,175,0,1,16,5,0
,175,0,2,20,14,0
,175,0,3,9,14,0
,176,2,0,38,10,0
,176,2,1,19,11,0
,176,2,3,14,11,0
,177,2,0,17,11,0
,177,2,1,21,12,0
,177,2,3,7,14,0
,178,1,0,20,12,0
,178,1,2,12,11,0
,178,1,3,4,7,0
,179,2,0,28,9,0
,179,2,1,30,10,0
,179,2,3,11,12,0
,180,0,1,8,18,0
,180,0,2,34,7,0
,180,0,3,5,12,0
,181,0,1,15,12,0
,181,0,2,30,5,0
,181,0,3,2,9,0
,182,2,0,36,15,0
,182,2,1,19,12,0
,182,2,3,1,12,0
,183,1,0,21,11,0
,183,1,2,32,6,0
,183,1,3,4,9,0
,184,3,0,14,10,0
,184,3,1,31,10,0
,184,3,2,27,8,0
,185,2,0,11,10,0
,185,2,1,13,10,0
,185,2,3,28,9,0
,186,0,1,44,6,0
,186,0,2,30,7,0
,186,0,3,4,7,0
,187,0,1,17,16,0
,187,0,2,23,9,0
,187,0,3,38,11,0
,188,0,1,13,8,0
,188,0,2,34,6,0
,188,0,3,6,13,0
,189,1,0,36,13,0
,189,1,2,32,2,0
,189,1,3,5,14,0
,190,0,1,27,12,0
,190,0,2,44,8,0
,190,0,3,0,12,0
,191,0,1,27,8,0
,191,0,2,27,9,0
,191,0,3,35,6,0
,192,0,1,21,10,0
,192,0,2,20,10,0
,192,0,3,10,12,0
,193,1,0,12,11,0
,193,1,2,18,9,0
,193,1,3,38,14,0
,194,0,1,21,9,0
,194,0,2,35,14,0
,194,0,3,20,17,0
,195,3,0,26,13,0
,195,3,1,36,12,0
,195,3,2,21,9,0
,196,3,0,41,9,0
,196,3,1,17,15,0
,196,3,2,11,14,0
,197,0,1,17,12,0
,197,0,2,10,11,0
,197,0,3,20,5,0
,198,1,0,15,11,0
,198,1,2,11,7,0
,198,1,3,11,9,0
,199,2,0,18,8,0
,199,2,1,32,12,0
,199,2,3,10,9,0
,200,2,0,35,7,0
,200,2,1,24,13,0
,200,2,3,5,12,0
,201,1,0,15,8,0
,201,1,2,18,19,0
,201,1,3,5,17,0
,202,0,1,31,6,0
,202,0,2,14,18,0
,202,0,3,20,11,0
,203,2,0,8,7,0
,203,2,1,14,14,0
,203,2,3,21,4,0
,204,2,0,23,6,0
,204,2,1,11,5,0
,204,2,3,24,8,0
,205,1,0,26,9,0
,205,1,2,13,7,0
,205,1,3,31,8,0
,206,0,1,27,12,0
,206,0,2,5,13,0
,206,0,3,15,9,0
,207,2,0,26,8,0
,207,2,1,26,13,0
,207,2,3,14,10,0
,208,0,1,33,6,0
,208,0,2,18,7,0
,208,0,3,2,15,0
,209,2,0,35,10,0
,209,2,1,22,7,0
,209,2,3,6,12,0
,210,0,1,30,11,0
,210,0,2,8,12,0
,210,0,3,14,11,0
,211,3,0,14,8,0
,211,3,1,28,8,0
,211,3,2,31,11,0
,212,2,0,20,15,0
,212,2,1,14,9,0
,212,2,3,27,6,0
,213,1,0,35,7,0
,213,1,2,17,13,0
,213,1,3,4,8,0
,214,1,0,24,11,0
,214,1,2,18,8,0
,214,1,3,22,7,0
,215,2,0,26,13,0
,215,2,1,18,7,0
,215,2,3,14,9,0
,216,0,1,8,11,0
,216,0,2,14,12,0
,216,0,3,17,9,0
,217,2,0,27,8,0
,217,2,1,28,10,0
,217,2,3,11,14,0
,218,0,1,23,7,0
,218,0,2,18,12,0
,218,0,3,2,15,0
,219,1,0,31,15,0
,219,1,2,16,13,0
,219,1,3,2,8,0
,220,2,0,13,11,0
,220,2,1,33,9,0
,220,2,3,16,9,0
,221,1,0,26,12,0
,221,1,2,16,9,0
,221,1,3,20,10,0
,222,2,0,23,13,0
,222,2,1,12,11,0
,222,2,3,11,7,0
,223,0,1,7,4,0
,223,0,2,16,8,0
,223,0,3,29,7,0
,224,0,1,9,6,0
,224,0,2,9,9,0
,224,0,3,3,16,0
,225,0,1,18,8,0
,225,0,2,16,8,0
,225,0,3,1,16,0
,226,0,1,15,15,0
,226,0,2,10,9,0
,226,0,3,18,8,0
,227,2,0,11,7,0
,227,2,1,14,19,14
,227,2,3,10,3,0
,228,1,0,47,10,0
,228,1,2,6,12,0
,228,1,3,14,10,0
,229,0,1,25,14,0
,229,0,2,11,9,0
,229,0,3,15,7,0
,230,1,0,14,13,0
,230,1,2,14,5,0
,230,1,3,17,12,0
,231,1,0,35,12,0
,231,1,2,26,6,0
,231,1,3,2,16,0
,232,3,0,15,14,0
,232,3,1,22,14,0
,232,3,2,37,7,0
,233,2,0,24,2,0
,233,2,1,13,14,0
,233,2,3,40,10,0
,234,2,0,20,13,0
,234,2,1,12,16,0
,234,2,3,12,8,0
,235,0,1,22,11,0
,235,0,2,6,13,0
,235,0,3,22,4,0
,236,2,0,29,11,0
,236,2,1,16,11,0
,236,2,3,2,7,0
,237,3,0,10,14,0
,237,3,1,23,6,0
,237,3,2,15,16,0
,238,1,0,15,8,0
,238,1,2,30,10,0
,238,1,3,17,13,0
,239,0,1,17,13,0
,239,0,2,20,7,0
,239,0,3,2,8,0
,240,1,0,9,10,0
,240,1,2,18,10,0
,240,1,3,6,17,0
,241,2,0,9,11,0
,241,2,1,9,6,0
,241,2,3,25,10,0
,242,1,0,7,8,0
,242,1,2,25,11,0
,242,1,3,11,7,0
,243,3,0,7,9,0
,243,3,1,16,14,0
,243,3,2,10,9,0
,244,0,1,14,5,0
,244,0,2,7,15,0
,244,0,3,8,13,0
,245,2,0,18,7,0
,245,2,1,14,8,0
,245,2,3,14,15,0
,246,1,0,20,9,0
,246,1,2,9,6,0
,246,1,3,4,15,0
,247,1,0,25,8,0
,247,1,2,18,7,0
,247,1,3,9,13,0
,248,2,0,15,6,0
,248,2,1,33,8,0
,248,2,3,26,10,0
,249,2,0,10,14,0
,249,2,1,24,12,0
,249,2,3,17,6,0
,250,2,0,29,10,0
,250,2,1,21,10,0
,250,2,3,22,13,0
,251,0,1,24,17,0
,251,0,2,18,16,0
,251,0,3,39,3,0
,252,2,0,23,10,0
,252,2,1,24,9,0
,252,2,3,3,14,0
,253,2,0,6,16,0
,253,2,1,22,14,1
,253,2,3,31,8,0
,254,2,0,12,12,0
,254,2,1,22,11,0
,254,2,3,38,8,0
,255,2,0,21,16,0
,255,2,1,31,11,0
,255,2,3,19,6,0
,256,3,0,8,11,0
,256,3,1,27,11,0
,256,3,2,13,8,0
,257,3,0,15,9,0
,257,3,1,16,10,0
,257,3,2,39,10,0
,258,2,0,24,6,0
,258,2,1,27,10,0
,258,2,3,45,8,0
,259,2,0,4,14,0
,259,2,1,14,15,0
,259,2,3,35,6,0
,260,2,0,4,15,0
,260,2,1,25,6,0
,260,2,3,26,14,0
,261,0,1,24,5,0
,261,0,2,15,13,0
,261,0,3,6,11,0
,262,2,0,10,13,0
,262,2,1,37,8,0
,262,2,3,24,9,0
,263,1,0,10,18,0
,263,1,2,27,3,0
,263,1,3,12,10,0
,264,1,0,25,5,0
,264,1,2,27,11,0
,264,1,3,11,11,0
,265,0,1,26,4,0
,265,0,2,28,9,0
,265,0,3,11,17,0
,266,2,0,24,10,0
,266,2,1,11,12,0
,266,2,3,23,12,0
,267,0,1,27,11,0
,267,0,2,26,11,0
,267,0,3,2,7,0
,268,2,0,8,14,0
,268,2,1,16,9,0
,268,2,3,18,13,0
,269,3,0,4,12,0
,269,3,1,24,15,0
,269,3,2,22,10,0
,270,1,0,9,14,0
,270,1,2,31,11,0
,270,1,3,12,10,0
,271,0,1,6,7,0
,271,0,2,23,10,0
,271,0,3,18,12,0
,272,1,0,14,18,0
,272,1,2,18,6,0
,272,1,3,12,12,0
,273,2,0,34,7,0
,273,2,1,28,11,0
,273,2,3,7,15,0
,274,2,0,35,14,0
,274,2,1,40,7,0
,274,2,3,4,14,0
,275,2,0,19,13,0
,275,2,1,22,7,0
,275,2,3,17,9,0
,276,0,1,33,6,0
,276,0,2,11,8,0
,276,0,3,4,9,0
,277,3,0,15,13,0
,277,3,1,27,12,0
,277,3,2,21,11,0
,278,1,0,14,9,0
,278,1,2,13,15,0
,278,1,3,32,12,0
,279,1,0,30,10,0
,279,1,2,6,15,0
,279,1,3,13,11,0
,280,3,0,5,11,0
,280,3,1,13,16,0
,280,3,2,32,5,0
,281,1,0,43,5,0
,281,1,2,7,12,0
,281,1,3,3,13,0
,282,0,1,17,5,0
,282,0,2,23,16,0
,282,0,3,6,9,0
,283,3,0,20,6,0
,283,3,1,6,17,0
,283,3,2,20,13,0
,284,1,0,38,10,0
,284,1,2,18,5,0
,284,1,3,8,11,0
,285,2,0,23,8,0
,285,2,1,23,15,0
,285,2,3,28,5,0
,286,1,0,42,13,0
,286,1,2,42,6,0
,286,1,3,3,8,0
,287,2,0,37,13,0
,287,2,1,28,11,0
,287,2,3,18,5,0
,288,1,0,8,7,0
,288,1,2,29,12,0
,288,1,3,17,13,0
,289,0,1,21,6,0
,289,0,2,17,14,0
,289,0,3,12,4,0
,290,3,0,31,8,0
,290,3,1,27,12,0
,290,3,2,10,11,0
,291,1,0,21,5,0
,291,1,2,12,14,0
,291,1,3,9,17,0
,292,2,0,12,13,0
,292,2,1,31,11,0
,292,2,3,21,6,0
,293,2,0,14,13,0
,293,2,1,28,11,0
,293,2,3,8,8,0
,294,0,1,22,16,0
,294,0,2,33,8,0
,294,0,3,19,11,0
,295,0,1,39,4,0
,295,0,2,17,10,0
,295,0,3,13,11,0
,296,1,0,30,10,0
,296,1,2,2,14,0
,296,1,3,5,12,0
,297,0,1,7,9,0
,297,0,2,17,10,0
,297,0,3,13,12,0
,298,0,1,15,12,0
,298,0,2,23,10,0
,298,0,3,8,13,0
,299,2,0,6,14,0
,299,2,1,18,13,0
,299,2,3,28,11,0
,300,2,0,13,12,0
,300,2,1,12,16,0
,300,2,3,29,8,0
,301,0,1,17,13,0
,301,0,2,14,15,0
,301,0,3,5,5,0
,302,1,0,32,6,0
,302,1,2,16,10,0
,302,1,3,7,10,0
,303,2,0,13,9,0
,303,2,1,25,14,0
,303,2,3,15,11,0
,304,0,1,19,16,0
,304,0,2,37,6,0
,304,0,3,20,10,0
,305,0,1,44,6,0
,305,0,2,22,9,0
,305,0,3,5,11,0
,306,2,0,16,11,0
,306,2,1,14,14,0
,306,2,3,15,11,0
,307,1,0,24,10,0
,307,1,2,18,15,0
,307,1,3,24,9,0
,308,1,0,14,12,0
,308,1,2,39,9,0
,308,1,3,9,13,0
,309,3,0,20,11,0
,309,3,1,14,14,0
,309,3,2,2,4,0
,310,3,0,21,8,0
,310,3,1,28,10,0
,310,3,2,20,11,0
,311,2,0,14,12,0
,311,2,1,27,12,0
,311,2,3,41,9,0
,312,3,0,24,7,0
,312,3,1,13,15,0
,312,3,2,22,8,0
,313,0,1,15,16,0
,313,0,2,33,5,0
,313,0,3,14,11,0
,314,0,1,12,17,0
,314,0,2,30,7,0
,314,0,3,11,10,0
,315,0,1,20,14,0
,315,0,2,10,11,0
,315,0,3,7,13,0
,316,1,0,30,9,0
,316,1,2,35,10,0
,316,1,3,11,8,0
,317,0,1,30,12,0
,317,0,2,22,12,0
,317,0,3,5,8,0
,318,0,1,28,11,0
,318,0,2,3,13,0
,318,0,3,19,11,0
,319,0,1,30,12,0
,319,0,2,16,6,0
,319,0,3,11,13,0
,320,1,0,35,15,0
,320,1,2,12,4,0
,320,1,3,8,13,0
,321,2,0,25,10,0
,321,2,1,14,15,0
,321,2,3,19,6,0
,322,2,0,24,9,0
,322,2,1,8,16,0
,322,2,3,34,7,0
,323,2,0,10,10,0
,323,2,1,23,9,0
,323,2,3,43,10,0
,324,1,0,20,11,0
,324,1,2,23,12,0
,324,1,3,18,9,0
,325,0,1,11,4,0
,325,0,2,6,13,0
,325,0,3,13,14,0
,326,2,0,16,11,0
,326,2,1,35,10,0
,326,2,3,3,9,0
,327,1,0,27,12,0
,327,1,2,9,4,0
,327,1,3,15,12,0
,328,1,0,19,10,0
,328,1,2,30,9,0
,328,1,3,24,8,0
,329,2,0,12,10,0
,329,2,1,38,11,0
,329,2,3,28,8,0
,330,2,0,17,9,0
,330,2,1,29,10,0
,330,2,3,25,7,0
,331,0,1,7,13,0
,331,0,2,11,13,0
,331,0,3,8,14,0
,332,1,0,23,10,0
,332,1,2,33,13,0
,332,1,3,28,7,0
,333,2,0,17,9,0
,333,2,1,17,10,0
,333,2,3,20,9,0
,334,2,0,26,8,0
,334,2,1,15,11,0
,334,2,3,5,13,0
,335,0,1,26,12,0
,335,0,2,16,12,0
,335,0,3,9,12,0
,336,3,0,14,9,0
,336,3,1,30,13,0
,336,3,2,16,15,0
,337,0,1,30,6,0
,337,0,2,5,7,0
,337,0,3,8,12,0
,338,1,0,34,8,0
,338,1,2,6,12,0
,338,1,3,7,15,0
,339,1,0,6,9,0
,339,1,2,11,8,0
,339,1,3,26,6,0
,340,1,0,36,12,0
,340,1,2,10,13,0
,340,1,3,19,5,0
,341,3,0,17,13,0
,341,3,1,43,4,0
,341,3,2,17,16,0
,342,0,1,21,12,0
,342,0,2,27,8,0
,342,0,3,17,7,0
,343,0,1,24,13,0
,343,0,2,9,13,0
,343,0,3,17,10,0
,344,0,1,21,16,0
,344,0,2,22,7,0
,344,0,3,9,16,0
,345,2,0,8,12,0
,345,2,1,27,13,0
,345,2,3,18,11,0
,346,2,0,18,6,0
,346,2,1,41,9,0
,346,2,3,19,9,0
,347,0,1,33,12,0
,347,0,2,14,5,0
,347,0,3,18,13,0
,348,1,0,23,9,0
,348,1,2,27,10,0
,348,1,3,8,10,0
,349,1,0,8,17,0
,349,1,2,4,9,0
,349,1,3,36,10,0
,350,2,0,25,8,0
,350,2,1,19,9,0
