,Datapoint No.,P,Q,Total Counterfactual Points,SHAP fields,Common Points
833,166,3,4,2,8,0
834,166,3,5,0,7,0
835,167,2,0,0,7,0
836,167,2,1,1,8,0
837,167,2,3,24,4,0
838,167,2,4,2,7,0
839,167,2,5,0,9,0
840,168,2,0,0,3,0
841,168,2,1,0,4,0
842,168,2,3,10,8,0
843,168,2,4,0,6,0
844,168,2,5,0,6,0
845,169,2,0,0,7,0
846,169,2,1,1,7,0
847,169,2,3,2,8,0
848,169,2,4,0,7,0
849,169,2,5,0,8,0
850,170,2,0,0,8,0
851,170,2,1,1,9,0
852,170,2,3,12,5,0
853,170,2,4,2,11,2
854,170,2,5,0,7,0
855,171,2,0,0,7,0
856,171,2,1,2,7,0
857,171,2,3,14,10,0
858,171,2,4,5,9,0
859,171,2,5,0,5,0
860,172,4,0,0,7,0
861,172,4,1,0,6,0
862,172,4,2,13,7,0
863,172,4,3,32,8,0
864,172,4,5,0,4,0
865,173,2,0,0,7,0
866,173,2,1,0,5,0
867,173,2,3,27,3,0
868,173,2,4,1,10,0
869,173,2,5,0,8,0
870,174,4,0,0,7,0
871,174,4,1,0,8,0
872,174,4,2,41,7,0
873,174,4,3,41,8,0
874,174,4,5,0,5,0
875,175,3,0,0,6,0
876,175,3,1,1,9,0
877,175,3,2,29,6,0
878,175,3,4,6,6,0
879,175,3,5,0,7,0
880,176,3,0,1,6,0
881,176,3,1,0,5,0
882,176,3,2,17,8,0
883,176,3,4,8,7,0
884,176,3,5,0,7,0
885,177,2,0,0,8,0
886,177,2,1,0,9,0
887,177,2,3,27,8,0
888,177,2,4,0,6,0
889,177,2,5,0,6,0
890,178,2,0,0,7,0
891,178,2,1,0,7,0
892,178,2,3,22,8,0
893,178,2,4,1,8,0
894,178,2,5,0,8,0
895,179,2,0,0,7,0
896,179,2,1,0,5,0
897,179,2,3,37,5,0
898,179,2,4,2,7,0
899,179,2,5,0,8,0
900,180,2,0,0,4,0
901,180,2,1,0,2,0
902,180,2,3,17,7,0
903,180,2,4,13,7,0
904,180,2,5,0,6,0
905,181,2,0,0,6,0
906,181,2,1,1,8,0
907,181,2,3,38,5,0
908,181,2,4,20,2,0
909,181,2,5,0,5,0
910,182,2,0,0,3,0
911,182,2,1,0,5,0
912,182,2,3,21,4,0
913,182,2,4,0,6,0
914,182,2,5,0,7,0
915,183,3,0,0,8,0
916,183,3,1,3,6,0
917,183,3,2,15,9,0
918,183,3,4,34,2,0
919,183,3,5,0,3,0
920,184,2,0,0,4,0
921,184,2,1,0,5,0
922,184,2,3,13,11,13
923,184,2,4,3,9,0
924,184,2,5,0,5,0
925,185,4,0,0,7,0
926,185,4,1,0,8,0
927,185,4,2,33,6,0
928,185,4,3,44,4,0
929,185,4,5,0,6,0
930,186,3,0,0,6,0
931,186,3,1,1,5,0
932,186,3,2,23,9,0
933,186,3,4,5,7,0
934,186,3,5,0,6,0
935,187,3,0,0,7,0
936,187,3,1,0,6,0
937,187,3,2,19,9,0
938,187,3,4,0,9,0
939,187,3,5,0,7,0
940,188,4,0,2,8,0
941,188,4,1,1,7,0
942,188,4,2,7,11,7
943,188,4,3,31,7,0
944,188,4,5,1,6,0
945,189,2,0,0,7,0
946,189,2,1,0,5,0
947,189,2,3,27,3,0
948,189,2,4,1,10,0
949,189,2,5,0,8,0
950,190,3,0,0,7,0
951,190,3,1,1,7,0
952,190,3,2,11,8,0
953,190,3,4,7,8,0
954,190,3,5,0,11,0
955,191,4,0,1,6,0
956,191,4,1,1,8,0
957,191,4,2,19,9,0
958,191,4,3,27,8,0
959,191,4,5,0,5,0
960,192,2,0,0,6,0
961,192,2,1,0,5,0
962,192,2,3,35,6,0
963,192,2,4,1,7,0
964,192,2,5,0,9,0
965,193,3,0,0,11,0
966,193,3,1,0,9,0
967,193,3,2,7,9,0
968,193,3,4,22,4,0
969,193,3,5,0,6,0
970,194,3,0,0,10,0
971,194,3,1,2,8,0
972,194,3,2,31,8,0
973,194,3,4,0,5,0
974,194,3,5,0,6,0
975,195,2,0,0,7,0
976,195,2,1,3,8,0
977,195,2,3,37,6,0
978,195,2,4,6,7,0
979,195,2,5,0,8,0
980,196,2,0,0,5,0
981,196,2,1,0,3,0
982,196,2,3,15,6,0
983,196,2,4,5,8,0
984,196,2,5,0,7,0
985,197,3,0,0,8,0
